"last_name, first_name","pitcher","ff_avg_speed","si_avg_speed","fc_avg_speed","sl_avg_speed","ch_avg_speed","cu_avg_speed","fs_avg_speed","kn_avg_speed","st_avg_speed","sv_avg_speed"
"Wendelken, J.B.","605525","94.3","93.2",,"83.5","85.9","79.7",,,,
"Taylor, Blake","642130","93.1",,,"82.6",,,,,,
"Sale, Chris","519242","93.6","92.6",,"78","86.5",,,,,
"Long, Sam","669674","92.6","92.4",,"86.7","80.4","74.9",,,,
"Gilbreath, Lucas","656458","93.3",,,"81.8",,,"84.4",,,
"Garcia, Bryan","650530","93.2","94",,"86.7","85.8",,,,,
"Lugo, Seth","607625","94.2","93.4",,"88.2","86.8","79.2",,,,
"Foster, Matt","641582","93.6",,"90.5","85.2","84.3",,,,,
"Farmer, Buck","571656","94",,,"82.5","87.7",,,,,
"Castellanos, Humberto","528748","90.4","90.4",,"86.9","84.1","76.2",,,,
"Parker, Blake","453284","90.7",,"88.9",,,"75.8","79.3",,,
"Coonrod, Sam","656322","98.5","97.7",,"90.2","90.4",,,,"87",
"Kelly, Joe","523260","97.5","97.7",,,"86.9","87.1",,,,
"Ponce, Cody","664074","93.2","92.7","89.4","84","86.2","79.5",,,,
"Mikolas, Miles","571945","93.2","92.8",,"87.4","87.4","76.5",,,,
"Patton, Spencer","607359","93.4","94.1",,"83.7",,,"85.6",,,
"Curtiss, John","595928","94.9",,,"87.6",,,,,,
"De Los Santos, Enyel","660853","94.8",,,"82.2","87.4",,,,,
"King, John","667463","86.4","92.2","87.3","80.1","78.7",,,,"78.9",
"Arihara, Kohei","685503","91.2","90.1","87.1","81.8","81.8","74.1","83",,,
"Díaz, Miguel","622766","94.4","95.1",,"87.9","86",,,,,
"Abreu, Bryan","650556","95.6","96.1",,"88.9",,"86.6",,,,
"Armstrong, Shawn","542888","93.9",,"89.3","85.4",,,,,,
"Bleier, Richard","542947","90.5","90","87.2","78.9","83.1",,,,,
"Valdez, Phillips","570488","92.3","92.7",,"83","85.3",,,,,
"Blackburn, Paul","621112","90.8","91.1","87",,"85.8","79",,,,
"Smith, Burch","572143","93.4",,,"83.5","82.1","78.7",,,,
"Muller, Kyle","666205","93.4","93.5",,"86.6","88","80.4",,,,
"Kranick, Max","668820","94.2",,,"87.9","87.4","79.5",,,,
"Bowden, Ben","641386","92.4",,,"81.1","82.4",,,,,
"Newcomb, Sean","656794","95.6","95.5","87.4",,"89.8","80",,,,
"Rainey, Tanner","663432","96.3",,,"87.7","87.6",,,,,
"Cahill, Trevor","502239","90.4","89.7","85.2",,"82.3","78.6",,,,
"Holloway, Jordan","656548","95.4","95.9",,"85.4","90.4","79.2",,,,
"Martin, Chris","455119","94.8","94.6","90.9",,,"83.8","87.4",,"83.1",
"Minaya, Juan","573668","95.2",,,"85.4","88.9",,,,,
"Barnes, Charlie","656212",,"89.8",,"81.8","79.3","73.6",,,,
"Keller, Kyle","664918","94.5",,,,,"81.4",,,,
"Ponce de Leon, Daniel","594965","93","91.7","89.2",,"86.1","77",,,,
"Vesia, Alex","681911","93.8",,,"85","85.9",,,,,
"Smith, Joe","501925","87.4","85.7",,"77.4","77.4",,,,,
"Kay, Anthony","641743","94.5",,"88","82.5","86.2","77.8",,,,
"Lucchesi, Joey","664192",,"91","90.8",,"81.5","78.7",,,,
"Rogers, Taylor","573124",,"95.7",,,,,,,"84",
"Abreu, Albert","656061","97.8","98",,"87.3","88.2","81",,,,
"Lange, Alex","656638","96.4","97.1",,"89.2","89","84.6",,,,
"Faria, Jake","607188","92.3","93.2",,"84.7",,"75.9","82.4",,,
"Kowar, Jackson","663804","95.6",,,"83.1","86.2","78.2",,,,
"Machado, Andrés","600921","94.9","93.9",,"84.5","87.9",,,,,
"Junis, Jakob","596001","90.8","90.9","88.7","82.8","84.8","77.6",,,,
"Mantiply, Joe","573009","91.4","91.1",,,"83.4","80.8",,,,
"Miller, Andrew","453192","87.9","88.9",,"78.1",,,,,,
"Banda, Anthony","607455","94.1",,"85.5","80.3","86.2","81",,,,
"Smith, Drew","622098","95","94.9","87.8","89.2","85.1","77.4",,,,
"Santana, Edgar","650828","93.2","94.3",,"86.6",,,,,,
"Vest, Will","676684","93.5",,,"85.2","84.5",,,,,
"Dolis, Rafael","503569","94.3","94.8",,"86.4",,,"86.8",,,
"Soria, Joakim","465657","92.8","93.3",,"77.7","87.6","70",,,,
"Wilson, Justin","458677","93.6",,"89.6","81.7",,,,,,
"Garrett, Braxton","666129","90.3","89.1",,"82.7","84.5","76.8",,,,
"Sandlin, Nick","680704","94.4","94.5",,"79.3",,,"87.3",,,
"Okert, Steven","595345","92.2","92",,"80.6",,,,,,
"Gilbert, Tyler","656457","89.7","89.5","86.3",,,"75.5","80.1",,,
"Neidert, Nick","663734","91.7",,"85.6","84.5","83.3","74.4",,,,
"Sanchez, Aaron","592717","90.1","89.8",,,"83.3","74.2",,,,
"Burr, Ryan","621114","94.7",,"86.7","77.9",,,,,,
"Yang, Hyeon-Jong","660365","89.9",,,"80.5","81.4","72.1",,,,
"Chatwood, Tyler","543022","95.8","95.5","88.9",,"87.3","81",,,,
"Claudio, Alex","592222","85.4","85.3",,"75.6","72.7",,,,,
"Sadler, Casey","594987","93.4","93.1","88.2",,"90.4","79.6",,,,
"Oviedo, Luis","665854","94.3",,,"81.7","85.3","75.1",,,,
"Brach, Brad","542960","93.6","93.8","91.6","83.6","86.1",,,,,
"Ramirez, Noé","598287","89.1",,,,"84.1","76.7",,,,
"Lowther, Zac","675912","90.7",,,"81.1","83.3","75.3",,,,
"Barnes, Jacob","606930","94.8",,"88.7","84.4","87.2",,,,,
"Webb, Jacob","657097","94.1",,,,"83.6","81.2",,,,
"Harper, Ryne","607560","86.5",,,"76.6",,"71.5",,,,
"Slegers, Aaron","642083","91.9","91.6",,"86","87",,,,,
"Maples, Dillon","596027","95.1","95.4",,"87.5",,"84.1",,,,
"Swanson, Erik","657024","94.7",,,"86.2",,,"83.6",,,
"Goudeau, Ashton","623485","92.7",,,,"85.1","76.6",,,,
"González, Victor","624647",,"94.3",,"85.2",,,,,,
"Ginkel, Kevin","656464","94.7",,,"83.8","84.8",,,,,
"Sampson, Adrian","592716","92.2","91.6","85.7","83.5","85.4",,,,,
"Falter, Bailey","663559","91.6","91.8",,"84.5","83.7","76.1",,,,
"Poteet, Cody","547001","93.6",,,"85.6","86.8","79.1",,,,
"Head, Louis","545343","93.7",,,"82.3","89.8",,,,,
"Cotton, Jharel","605194","93.2",,"86.5","81.8","80","76.7",,,,
"Hendrix, Ryan","641682","96.4","91","95.3","85.9",,"75.7",,,,
"Cousins, Jake","664776",,"95.5",,"83.3","88.2",,,,,
"Rogers, Josh","642028","90.5","89.2",,"82.1","82.3","75.2",,,,
"Ashby, Aaron","676879","97","96.5",,"83.7","88.9","78.8",,,,
"Gil, Luis","661563","96.1",,,"85.2","92.3",,,,,
"Middleton, Keynan","641871","95.4",,,"85.5","87.7",,,,,
"Antone, Tejay","622088","96.8",,,"83.7",,"79.4",,,,
"Coulombe, Danny","543056","90.4","90.2",,"84.5",,"78.4",,,,
"Chavez, Jesse","445926","91.1","91.2","89.1","82.6","84.6",,,,,
"Nelson, Jimmy","519076","93.8",,,"86.5",,"85.1",,,,
"Graterol, Brusdar","660813","99.3","100","95.3","88.1",,,,,,
"Evans, Demarcus","663770","91",,"85.9",,,"79.6",,,,
"Tapia, Domingo","593619","97.7","97.2","91.4","87.7","89.2",,,,,
"McGowin, Kyle","641851","91.2","90.9",,"81.1",,,,,,
"Workman, Brandon","519443","91.1",,"87",,,"78.4",,,,
"Knehr, Reiss","663753","93.5",,"88.5","81.8","88.9",,,,,
"Diplán, Marcos","650959","93.7",,,"83","86","81",,,,
"McFarland, T.J.","519008",,"88.8",,"79.5","82.1",,,,,
"Kintzler, Brandon","445213","92.2","92",,"85.4","86.8",,,,,
"Zuber, Tyler","676604","94.6",,,"84.4","85.5","79.5",,,,
"Rodriguez, Chris","669735","94.6","95.8",,"89.9","89.8","84.6",,,,
"Garza, Justin","621057","93.9","94.8","89.8","83.7","85",,,,,
"Lakins Sr., Travis","664042","93.4","93.1","91.3",,"87.9","80.7",,,,
"García, Luis","472610","98.3","98.3",,"86",,,"88.7",,,
