"last_name, first_name","pitcher","ff_avg_speed","si_avg_speed","fc_avg_speed","sl_avg_speed","ch_avg_speed","cu_avg_speed","fs_avg_speed","kn_avg_speed","st_avg_speed","sv_avg_speed"
"Strahm, Matt","621381","94.2","94","88.7","83","88.2","82.7",,,,
"Lawrence, Justin","664875",,"95.1",,,,,,,"82.3",
"Loáisiga, Jonathan","642528","98.2","98",,,"89.9","86.9",,,,
"Gott, Trevor","641627","95.2","95.1","91.5",,"90.2","82.7",,,,
"McCullers Jr., Lance","621121",,"93.1","88.3","85.1","87","82.7",,,,
"Littell, Zack","641793","94.5",,,"87.9",,,"85.6",,,
"Marinaccio, Ron","676760","94.6",,,,"83.9",,,,"80.4",
"Lee, Dylan","669276","92.1",,,"83.8","86.3",,,,,
"Nance, Tommy","667297","93.8","94.2",,"86.9",,"85.3",,,,
"Martin, Brett","656685","93.5","93.5",,"86.8",,"82.8",,,,
"King, John","667463",,"92.4","86.9","82.3","80.7",,,,"77.5",
"Wisler, Matt","605538","89.7",,,"79.8","80.1",,,,,
"Castellanos, Humberto","528748","89.4","90.4",,"86.3","84","76.5",,,,
"Bird, Jake","656234",,"95","91.4",,"88","81.7",,,,
"Hill, Tim","657612","91.4","89.5","88.9","82.4",,,,,,
"Cotton, Jharel","605194","92.7",,,"79.5","79.7","76.2",,,,
"Duffey, Tyler","608648","92.3","92.4",,"83.7","79.1","81.6",,,,
"Sandlin, Nick","680704","93.6","93.5",,"78.9",,,"88.3",,,
"Long, Sam","669674","94.7","93.2",,,"84.3","77",,,,
"Weems, Jordan","607179","96.8",,,"88.2","87.3","80",,,,
"Pepiot, Ryan","686752","93.9",,,"86.7","86.8",,,,,
"Moll, Sam","594580","92.9","93.3",,,,,,,"81.7",
"Cabrera, Génesis","650893","96.1","95.9","87.8",,"90.2","79.3",,,,
"Pineda, Michael","501381","89.9",,,"80.7","85.3",,,,,
"Mayza, Tim","641835","94","93.7",,"88.6",,,,,,
"Staumont, Josh","622251","96.1","97.1",,"85",,"82.2",,,,
"Weaver, Luke","596133","94.9","94.2",,"87.1","86.9","82.4",,,,
"Bañuelos, Manny","544365","93.7","93.5",,"86.6","83.1","82.2",,,,
"Matzek, Tyler","554431","94.1",,,"83.2",,"77.7",,,,
"Pressly, Ryan","519151","94.5",,,"89.7","89.1","81",,,,
"Brogdon, Connor","641401","95.1",,"88.3",,"83.8",,,,,
"Richards, Garrett","572070","94.4","95.7",,"88.6","90","76.7",,,,
"Abreu, Albert","656061","97.6","98.6",,"88.6","88",,,,,
"Ragans, Cole","666142","92.1",,"88.5",,"82.2","76.3",,,,
"Karinchak, James","675916","95.2",,,,,"82.9",,,,
"Kelly, Joe","523260","97.7","97.9",,"88.8","87.1","87.7",,,,
"Stammen, Craig","489334","91","91.4","87.8","81.5","86.9","79.6",,,,
"Woodford, Jake","663765","92.4","91.8",,"83.7","85.2","75.3",,,"82.1",
"Castillo, Max","666721","93",,,"83.4","87.5",,,,,
"Gibaut, Ian","664139","95.8",,"92.3","85","85.9",,,,"83.8",
"Peralta, Wily","503449","95.4","95.5",,"83.6",,,"82.6",,,
"Barnes, Matt","598264","95",,,,"87.4","84.1","86",,,
"Howard, Spencer","675921","94.4",,,"84.7","79.5","75",,,,
"Quijada, José","650671","94.5",,,"81.3","86.9",,,,,
"Assad, Javier","665871","92.9","92.3","88.1","81.2","85.4","75.9",,,,
"Cuas, Jose","621016","94","93.1",,"82.1","87.7",,,,,
"Gutierrez, Vladimir","661269","92.8",,,"82.2","82.9","78.4",,,,
"Thompson, Ryan","657044","91.6","90","87.8","79.5","81.1",,,,,
"Chapman, Aroldis","547973","97.5","100.2",,"85.7",,,"88.1",,,
"Arano, Víctor","644364","94.5","93.9",,"84.8",,,,,,
"Graterol, Brusdar","660813","99.4","99.7","95.6","90.5",,,,,,
"Blach, Ty","621389",,"91.1","85",,"80.7","79.2",,,,
"Moran, Jovani","663558","93.4",,,"81.5","83.3","80.7",,,,
"Danish, Tyler","641501","91.3","90.9",,"87.1","84.4","73.7",,,"80.9",
"Thornton, Trent","663423","93.8","92.9",,"85.1",,"79.7",,,"82.1",
"Sánchez, Cristopher","650911",,"93",,"84.8","84.4",,,,,
"Flaherty, Jack","656427","93.3","91","88.1","83.8","87.7","77.2",,,,
"Fleming, Josh","676596","91.3","91.2","84.3",,"82.2","79.5",,,,
"Harvey, Hunter","640451","98.3",,,"86.7",,"82.8","89.4",,,
"Swarmer, Matt","664161","90.5",,,"82.1","85.7",,,,,
"Warren, Art","605521","93.5",,,"85.5",,,,,,
"Koenig, Jared","657649","89.4","89.2","82.9",,"83","77.6",,,,
"Liberatore, Matthew","669461","93.7","92.8",,"86","85.9","74.3",,,,
"Moronta, Reyes","606625","95.3",,,"82.1","89",,,,,
"Peters, Dillon","596071","92.9","92.5",,"84.7","84.8","77.3",,,,
"Brazoban, Huascar","623211","97.3","96.7","87.7",,"89",,,,,
"McGee, Jake","459429","94.4",,,"85.2",,,,,,
"Ramírez, Yohan","670990","93.9","95.7",,,,,,,"82.7",
"Sulser, Cole","642121","91.9",,,"84","83.2","77.8",,,,
"Moreta, Dauri","664294","95.9",,,"85.7","87.8",,,,,
"Jefferies, Daulton","641726","92.4","92.5","89.6",,"86","80.2",,,,
"Strzelecki, Peter","657265","93.5",,,"82.9","83.3",,,,,
"Sands, Cole","663485","91.6","90.4","84.3",,"85.5","78.6","84.8",,,
"Price, David","456034","92.1","92.4","87.9",,"83.9","78.4",,,,
"Nelson, Kyle","669459","91.9",,"90.8","84.3",,"77",,,"84.8",
"Martinez, Seth","661527","91.9","90.9","86.2",,"86.5",,,,"79.7",
"Waldichuk, Ken","686610","94.1",,,,"82.4","75.2",,,"81",
"Lamet, Dinelson","659275","95.4","95.3",,"86.3","87.3",,,,,
"Snider, Collin","676092",,"96",,"86.3","89.5",,,,,
"Ferguson, Caleb","657571","94.8",,,,,"78.3",,,,
"Baumann, Mike","657508","95.8","95.6",,"91.6","88.7","84",,,,
"Castano, Daniel","641447","92","89.4","86.5","81.2","84.1",,,,,
"Thompson, Zack","668868","94.8",,,"88.1","87.7","75",,,,
"McCarty, Kirk","668948","92.5","90.9","88.5","82.7","84.7","77.1",,,,
"Ortega, Oliver","661383","95.9","96.6",,,,"82.2",,,"82.8",
"Gilbert, Tyler","656457","89.5","89.7","86.2",,,"76.2","81.7",,,
"Naughton, Packy","676050","92.8","92.6",,"80.9","84.4",,,,,
"Miley, Wade","489119","89.1","88.3","85.1","78.6","81.4","73.5",,,,
"Wentz, Joey","666214","92.4",,"83.4",,"84.1","75.4",,,,
"Barlow, Joe","669618","94.5","94.7",,"87.3",,"81.3",,,,
"Newcomb, Sean","656794","94.3","94.2","88.3",,"86.7","78.8",,,,
"Banda, Anthony","607455","95.2","93",,"84.7","86.6","81.1",,,,
"Head, Louis","545343","93.6",,,"82.5","88.6",,,,,
"Dunn, Justin","643290","92.1",,,"83.5","87.9","79.8",,,,
"Morejon, Adrian","670970","96.9",,,"87.6","84.3","80.1",,,,
"Jiménez, Dany","666204","93.9",,"92.8","81.9",,,,,,
"Pop, Zach","647315",,"96.5",,"85","89.3",,,,,
"Rodriguez, Elvin","660730","93.1","93.1","90.5","82.6","86.6","76.3",,,"79.6",
"Ort, Kaleb","672391","96.3","95.7",,"86","89.8",,,,,
"Rainey, Tanner","663432","97",,,"88.4","89.1",,,,,
"Castro, Miguel","612434",,"97.9",,"85.8","92.4",,,,,
"Garza Jr., Ralph","621248","91.2","87.8","89.4","77.5","83.1","80",,,,
"Hernández, Jonathan","642546","96.4","98",,"87.3","90.1",,,,,
"Mills, Wyatt","670090","91.9","91.2",,"80.8",,,,,,
"Silseth, Chase","681217","95.4","94.3","86.2","83.5",,"78.7","86.3",,,
