"last_name, first_name","pitcher","ff_avg_spin","si_avg_spin","fc_avg_spin","sl_avg_spin","ch_avg_spin","cu_avg_spin","fs_avg_spin","kn_avg_spin","st_avg_spin","sv_avg_spin"
"Hartlieb, Geoff","664129","2479","2414",,"2511","2059",,,,,
"McGee, Jake","459429","2212",,,"2031",,,,,,
"Quijada, José","650671","2387",,,,"1710","2531",,,,
"Cisnero, José","542585","2428","2312",,"2511","1764",,,,,
"Peralta, Wandy","593974","2171","2199",,"2253","2186",,,,,
"Phelps, David","475479","2347","2231","2411",,"2112","2648",,,,
"Irvin, Cole","608344","1984",,,"1943","1643","1973",,,,
"Parsons, Wes","641149","2318","2316",,"2512","1595",,,,,
"Luciano, Elvis","672773","2286",,,"2188","1747",,,,,
"Hill, Tim","657612","2241","2087",,"2112",,,,,,
"Wieck, Brad","623364","2227",,,"2058",,"2331",,,,
"Mejía, Adalberto","606167","2576","2478",,"2507","1964",,,,,
"Tinoco, Jesus","622786","2235","2237",,"2355",,"2525","1686",,,
"Reid-Foley, Sean","656887","2105","2148",,"2166","1604","2077",,,,
"Kluber, Corey","446372","2332","2210","2503",,"1804","2538",,,,
"Eshelman, Thomas","664045","1854","1777",,"1853","1284","1944",,,,
"Maton, Phil","664208","2583",,"2786","3002",,"2734",,,,
"Almonte, Yency","622075","2172","2159",,"2408","1767",,,,,
"Biddle, Jesse","592145","2532","2576",,"2350",,"2591",,,,
"Avilán, Luis","501593",,"2114",,,"2210","2450",,,,
"Holland, Greg","518813","2243",,,"2070","1695","2297",,,,
"Hale, David","571735","2264","2179",,,"1716","2294",,,,
"Ross, Tyson","475115","2498","2376","2473","2640",,,,,,
"Smith, Josh A.","595001","2331","2375","2569","2615","1899","2920",,,,
"Loáisiga, Jonathan","642528","2422","2352",,,"1699","2805",,,,
"Minter, A.J.","621345","2326","2379","2437","2156","1696",,,,,
"Wick, Rowan","592858","2350",,"2355","2361",,"2582",,,,
"Alvarado, José","621237","2221","2180","2533",,,"2523",,,,
"Wood, Alex","622072","2016","2112",,,"1658","2161",,,,
"Helsley, Ryan","664854","2511","2515",,"2475","1621","2421",,,,
"Wright Jr., Mike","605541","2257","2101",,"2259","1803","2489",,,,
"Dugger, Robert","667498","2191","2070",,"2311","1454","2350",,,,
"Phillips, Evan","623465","2244","2164",,"2458","1285",,,,"2507",
"May, Dustin","669160","2442","2412","2746",,"1815","3058",,,,
"Melville, Tim","543532","2006",,,"2286","2230","2358",,,,
"Sobotka, Chad","656977","2499","2474",,"2959","2442",,,,,
"Blevins, Jerry","460283","2223",,,,"1733","2439",,,,
"Fulmer, Carson","608334","2376",,"2615",,"1505","2795",,,,
"Warren, Adam","476589","2151","2027",,"2226","1771","2104",,,,
"Taillon, Jameson","592791","2328","2289",,"2473","1897","2746",,,,
"Mills, Alec","621219","2218","2202",,"2609","1727","2511",,,,
"Bowman, Matt","621199","2021","1946","2117","2245",,"2462","1182",,,
"Littell, Zack","641793","2077","1905",,"2143","1898","1959",,,,
"Olson, Tyler","621397","2273","2249",,,"1819","2775",,,,
"Cordero, Jimmy","622772","2146","2128","2072","2234","1657",,,,,
"Newberry, Jake","623470","2374","2410",,"2438","1626",,,,,
"Suárez, Andrew","605498","2040","1984",,"2379","1652","2552",,,,
"Webb, Jacob","657097","2450",,,"2472","2367",,,,,
"Reininger, Zac","643617","2310","2179",,"2510","1624","2660",,,,
"Jackson, Jay","543351","2383",,,"2444","1885",,,,,
"Adams, Austin","613534","2601","2497",,"2829",,,,,,
"Tarpley, Stephen","605501","2210","2131",,"2229","2257","2665",,,,
"Stumpf, Daniel","621385","2376",,,"2257","1626",,,,,
"Baez, Michel","673258","2382",,,"2071","1719","2062",,,,
"Blach, Ty","621389",,"2136","2444","2432","1906","2392",,,,
"Adams, Chance","664856","2445","2439",,"2986","1889","2901",,,,
"Wang, Wei-Chung","623913","2163","2151",,"2343","1921","2494",,,,
"Flynn, Brian","543169","2264","2227",,"2323","1671",,,,,
"McKay, David","641853",,"2383",,,,,,,,"3054"
"Kela, Keone","605309","2266",,,,"1846","2380",,,,
"Hall, Matt","664180","2303",,"2788","2895","1801","2927",,,,
