"last_name, first_name","pitcher","ff_avg_speed","si_avg_speed","fc_avg_speed","sl_avg_speed","ch_avg_speed","cu_avg_speed","fs_avg_speed","kn_avg_speed","st_avg_speed","sv_avg_speed"
"Saucedo, Tayler","642048","92.9","92.3",,"82.6","86","77.1",,,"82.5",
"Baker, Bryan","641329","95.7",,,"85.8","79.8",,,,,
"Speier, Gabe","642100","95.1","94.4",,"84.4","88.4",,,,,
"Vest, Will","676684","95.3","95.1",,"86.1","87.3",,,,,
"May, Trevor","543507","94.7",,,"84.4","87.8",,,,"81.5",
"Long, Sam","669674","94",,,"84.8","84","77.4","86.8",,,
"Feltner, Ryan","663372","94.8","94.3",,"88.6","84.1","79.7",,,,
"Shaw, Bryan","543766",,"93.9","93.8","83.5","83.3","81.7",,,,
"Machado, Andrés","600921","96.6","96",,"88.4","89.7",,,,,
"Ureña, José","570632","95.4","95",,"86.2","87.4",,,,,
"Kuhl, Chad","641771","92.2","94",,"85.5","87","78.7",,,,
"Martinez, Seth","661527","91.1","90.2",,,"86.2",,,,"79.3",
"Stephenson, Robert","596112","96.8",,"88.7","84.8",,"77.2","88.8",,,
"Fleming, Josh","676596","91.5","90.3",,,"82.9","76.5",,,,
"Pruitt, Austin","643493","91.7","91.3",,"87.7","87.1","81.2",,,"80.1",
"Moran, Jovani","663558","93.3",,,"81.8","83.2",,,,,
"Shreve, Chasen","592741","90.5",,,"87.1",,,"82",,"83.1",
"Alvarado, José","621237",,"98.7","93.1",,,,,,,
"Pearson, Nate","663878","97.9",,,"87.4",,"80.4",,,,
"Covey, Dylan","592229","95.6","95.1","92.4","87.7","85.9",,"86.7",,"84.8",
"May, Dustin","669160","97.3","96.6","93",,"90.9","86.3",,,,
"Fairbanks, Pete","664126","98.9",,,"86.8","94.1",,,,,
"Buttó, José","676130","93.8","92.9",,"86.2","85.5","80",,,,
"Karinchak, James","675916","94.8",,,,,"82.8",,,,
"Beeks, Jalen","656222","94.3",,"85.7","81.8","89.6",,,,,
"Martin, Chris","455119","95.7","94.9","92.3","86.3",,,"88.2",,"85",
"Jansen, Kenley","445276",,"95.3","94.3","84.1",,,,,,
"Rucker, Michael","621074","94.6","94","89.5","85.8","90.5","80.8",,,,
"Hill, Tim","657612","90.6","88.6","87.8","83.3",,,,,,
"Ramírez, Yohan","670990","97.8","95.1",,,"89.7",,,,"82.8",
"Kelly, Joe","523260","99","98.9",,"91.6","89.2","89.4",,,,
"Zerpa, Angel","672582","94.5","94.6",,"86.2","86.9",,,,,
"Abbott, Cory","676265","92.3",,,"87",,"84.7",,,,
"Chargois, JT","608638","95.8","96.3",,"86.3",,,,,,
"Marte, Yunior","628708","98.4","97.6",,"86.9",,,,,,
"Lucchesi, Joey","664192",,"90","90.4",,"81.8","77.9",,,,
"Alexander, Scott","518397",,"92.8",,"83","85.9",,,,,
"Kahnle, Tommy","592454","95.3","94.3",,"85","88.8",,,,,
"Gaddis, Hunter","683769","93.4",,"89","85.3","81.2","75.5",,,,
"Ward, Thaddeus","663658","93.5","93.2","87.6",,"88.1",,,,"81",
"Brigham, Jeff","656257","93.5",,"89.9",,,,,,"82.4",
"Devenski, Chris","606965","94",,,"81.8","83.3","77.5",,,"79.1",
"Alexander, Tyler","641302","89.9","89.8","86.4","81.3","82.8",,,,,
"Lambert, Jimmy","669424","94",,,"85.6","85.5","76.1",,,,
"Brebbia, John","605154","94.5",,,"82.8","89.2",,,,,
"Jameson, Drey","686753","97","95",,"85.4","89.1","80.8",,,,
"Rasmussen, Drew","656876","95.7","95.1","88.2",,,"80",,,"84.5",
"Waldron, Matt","663362","91.3","91.3","86.7",,,,,"76.6","79.8",
"Rom, Drew","680723","90.6","87.4",,,,,"83.6",,"79.4",
"Soriano, José","667755","98.9","97.7",,"89.9",,"86.8","95.6",,,
"Vásquez, Randy","681190","94.4","94.2","87.7",,"87.8","79.7",,,"80.9",
"Miller, Shelby","571946","93.5",,,,,,"85.6",,"82.1",
"Voth, Austin","608723","93.2",,"89",,,"77.3",,,"82.9",
"Wantz, Andrew","681806","94",,"89.4",,"87.7",,,,"83.8",
"Ramirez, Nick","598286","90.4","89.1",,"85.5","79.1","75.7",,,"79.2",
"Keuchel, Dallas","572971",,"87.4","84.8","78.3","80.3",,,,,
"Pepiot, Ryan","686752","94",,,"88.8","86.3",,,,,
"Strzelecki, Peter","657265","92","91.1","90.5","80.9","83.8",,,,,
"White, Brendan","686839","94.4","93",,"86.7",,,"87.2",,"83.1",
"Velasquez, Vince","592826","93.2","92.9",,"83.2","88.6","80.6",,,,
"Lodolo, Nick","666157","93.2","93.4",,,"87.3","79.6",,,,
"Hartwig, Grant","701643","94.1","94.7","93.2",,"86.3",,,,"82.5",
"Brieske, Beau","689225","96.7","95.9",,"87.3","88.8",,,,,
"Llovera, Mauricio","661440",,"94.5","90.4","82.7",,,,,,
"Suarez, José","660761","92.3","90.8","88.1","85.1","82",,,,"78",
"Mlodzinski, Carmen","669387","95.7","94.6","91.9",,"89.4",,,,"84",
"Hollowell, Gavin","668970","93.4","94.1","86.6","82.3",,,,,,
"Miller, Mason","695243","98.3",,"94.1","85.8","90.3",,,,,
"Helsley, Ryan","664854","99.7",,,"89",,"82.1",,,,
"Lamet, Dinelson","659275","94.8","95",,"85.9","90.4",,,,,
"Davis, Noah","663562","91","93.5","88.3","83.8","84.7","78.4",,,,
"Megill, Trevor","656730","99.1",,,,,"85.8",,,,
"Anderson, Grant","681982","93","92.9",,"85.3","86.8",,,,,
"Winn, Keaton","676775","95.9","95.5",,"85.9",,,"88.7",,,
"Harrison, Kyle","690986","93.6",,,"87.5","86.6",,,,,"82.2"
"Koch, Matt","571863","93.8",,"89.6","82.4",,,,,,
"Wicks, Jordan","696136","92.1","91.3","89","82","81.3","78.2",,,,
"Kauffmann, Karl","666154","90.3","90.1","88.2","83.8","85",,,,,
"Chavez, Jesse","445926",,"90.9","88.5",,"84.8","75.9",,,,
"Cox, Austin","680735","91.5",,"86.7","83.4","82.9","77.8",,,,
"Wright, Kyle","657140","93.3","92.7",,"87.1","88.3","84",,,,
"Duarte, Daniel","650960","95.6","94.2","91.4","83.5","90",,,,,
"Mantiply, Joe","573009","90.1","89.5",,,"81.9","80.3",,,,
"Kowar, Jackson","663804","96.9",,,"86","86.6",,,,,
"Dodd, Dylan","689266","92.1",,"85.3","81.8","82.9",,,,,
"Edwards Jr., Carl","605218","93.6","95.1",,,"89.9","79.5",,,,
"Ferrer, Jose A.","678606","95.5",,,"82.3","85.6",,,,,
"Winder, Josh","680739","94.5","94.7",,"85.1","89","80",,,"83.4",
"Turnbull, Spencer","605513","92.9","93.4",,"83.8","87.5","78.6",,,,
"Criswell, Cooper","681867",,"88.4","84","82","83.5",,,,"76.2",
"Hernández, Jonathan","642546",,"97.5",,"87.3","90",,,,,
"Battenfield, Peyton","685410","90.8",,"87.3",,"84.7","79.7",,,,
"Romero, JoJo","668941","95.1","94.7","87.6","84.3","85.9",,,,,
"Anderson, Nick","623433","94.2","94.4",,,,"80.7",,,,
"Stone, Gavin","694813","94","94.6","90.5","85.8","85.8","79.5",,,,
"Brogdon, Connor","641401","94.7",,"87.5",,"83.2",,,,,
"Rosenberg, Kenny","670046","90.7",,"83.6","78.7","80.6","77.4",,,,
"La Sorsa, Joe","686747",,"88.1",,"74.9","82.2",,,,,
"Francis, Bowden","670102","94.4",,,"85",,"74.3",,,,
"Frías, Luis","666818","96.1","96.5","90.5","83.8","89.3",,,,,
"Soroka, Michael","647336","93.2","92.5",,"83.1","82",,,,,
"Winans, Allan","642216","90","89.6",,"78.8","82.9",,,,,
"Borucki, Ryan","621366",,"94",,"87.8","84.6",,,,"82.4",
"King, John","667463","93.7","93.7",,"85.1","84.1",,,,,
"Jackson, Luke","592426","94.4",,,"87.3",,"83.2",,,,
"Garcia, Robert","676395","94.3",,,"83.9","88.1",,,,,
"Suárez, Andrew","605498","92.3","91.6",,"84.5","83.6","74.5",,,,
"Uribe, Abner","682842","100.7","99.4",,"89.4",,,,,,
"Hjelle, Sean","663546","95.1","94.8",,,"89.6","85.6",,,,
"Faucher, Calvin","676534",,"95","91.1",,,"84.6",,,"87.2",
"Cordero, Jimmy","622772","98.7","97.3",,"86.8","90.7",,,,,
"González, Victor","624647",,"94.6",,"86.1","87.1",,,,,
"Herrin, Tim","682120","96.6","96.1",,"88.1",,"83.5",,,,
"Herget, Jimmy","623474","92.6","91.7",,"85.2","85.7","77.2",,,,
