"last_name, first_name","pitcher","ff_avg_speed","si_avg_speed","fc_avg_speed","sl_avg_speed","ch_avg_speed","cu_avg_speed","fs_avg_speed","kn_avg_speed","st_avg_speed","sv_avg_speed"
"Ramírez, Neil","519166","95.2","95.4",,"85.9",,,,,,
"Ramos, Edubray","591693","93.3","92",,"82.9","87.9",,,,,
"Darvish, Yu","506433","94.1","93.5","89.2","86.7","89.6","75.1","88.7",,"83.9",
"Rosario, Randy","600968","93.5","92.7",,"85.9","86.8","78.2",,,,
"Solís, Sammy","519301",,"93.3",,,"85.3","78.1",,,,
"Kelley, Shawn","518875","91.1",,,"81",,,,,,
"Wainwright, Adam","425794","89.5","89.5","83.9",,"81","73.6",,,,
"Triggs, Andrew","592811","89.2","89.4",,"83.5","82.8","75.9",,,,
"Reed, Cody","642003","92.8","92.4",,"86.7","87",,,,,
"Duensing, Brian","488846","91.3","90.5",,"80.8","85.1","71.7",,,,
"McGuire, Deck","592547","93.3","93",,"83.8","87","76.7",,,,
"Hudson, Daniel","543339","95.3","95.3",,"86.6","86.2",,,,,
"Loup, Aaron","571901",,"92","84",,"79.7","75.9",,,,
"Jackson, Luke","592426","94.2",,"90","86.7",,"82.4",,,,
"Cessa, Luis","570666","94.8","93.9",,"83.7","86.1","80.5",,,,
"Martin, Chris","455119","95.2","94","90.8","84.3",,,"87.2",,,
"Stumpf, Daniel","621385","93.3","93.2",,"84.7","86",,,,,
"Musgrave, Harrison","643466","91","90.9",,"82.9","81.4","70.6",,,,
"Herrera, Kelvin","516969","96.6","96.2",,"80.7","88.2",,,,,
"Wood, Hunter","621056","94.3",,,"87.3","86.4","75.4",,,,
"Pannone, Thomas","623381","88",,,,"81.9","70.3",,,,
"Smith, Joe","501925","88","87.4",,"78.6","79.1",,,,,
"Buchter, Ryan","488748","92.4",,"89.6",,,"79.5",,,,
"Stephens, Jackson","623451","94.1","93.9",,"87.4","87.6","75.9",,,,
"Yacabonis, Jimmy","642231","92.9","93.5",,"83.3","86.3",,,,,
"Albers, Matt","458006","91.9","91.5",,"85.1","83.1",,,,,
"Sparkman, Glenn","642098","93.9",,,"86.4","85.2","80",,,,
"Maurer, Brandon","543506","96.1","94.5",,"85","86.7",,,,,
"Salas, Fernando","477569","90.5",,,,"86.4","81.5",,,,
"Fulmer, Carson","608334","92.8","93.6","88.3",,"86","81.1",,,,
"Nix, Jacob","656798","92.9",,,"81.1","80.5","76.7",,,,
"Britton, Zack","502154","95.1","94.8",,"81.4",,,,,,
"Lewicki, Artie","592499","92.2",,,"85.5","85","77.1",,,,
"Melancon, Mark","453343","91.5",,"91.2",,,"82.7","82.3",,,
"Workman, Brandon","519443","91.2",,"86.6",,,"80.5",,,,
"Hatcher, Chris","501822","93.8","93.1","90.6","85.4",,,"87.2",,,
"Goeddel, Erik","592340","92.1","93.5",,,"85.1","76.9",,,,
"Kittredge, Andrew","552640","93",,,"84.5","84.2",,,,,
"Reid-Foley, Sean","656887","93.7","93.8",,"83.6","85.3","81.4",,,,
"Fry, Paul","643316","91.3",,,"83.7","89",,,,,
"Tuivailala, Sam","592815","94.9","95.3",,"88.8",,"79.3",,,,
"Valdez, Framber","664285","92.6","91.7",,,"87.7","79.7",,,,
"Castillo, José","620454","94.7",,,"83.3","88.1",,,,,
"Stewart, Kohl","640464","93.2","92.2",,"87","87.6","78.3",,,,
"Moya, Gabriel","622382","89.7","89.2",,"80.8","81.3","74.5",,,,
"Sipp, Tony","448609","91.8","90.6",,"82.9",,,"79",,,
"Graveman, Kendall","608665","94.1","93.6","90.3","81","86.2",,,,,
"Ríos, Yacksel","605441","96.1","95.9",,"86.2",,"85",,,,
"Vizcaíno, Arodys","527055","97.4","97.6",,"85.3","88.9",,,,,
"Saupold, Warwick","599683","91.6",,,"88.1","85.3","80",,,,
"Doolittle, Sean","448281","93.8",,,"81.7",,,"85",,,
"Davis, Austin","656354","93.2",,,"84.5","83.6","82.7",,,,
"Rondón, Bruce","541652","96.5","95.7",,"86.3","90.2",,,,,
"Stock, Robert","476594","97.5","97.6",,"82.7","82.7",,,,,
"Mayza, Tim","641835","93.9","93.6",,"86.1",,,,,,
"Bummer, Aaron","607481","92.8","93.1","89","83","87.4",,,,,
"Wisler, Matt","605538","92.2","92.3",,"81.8","86.5","76.3",,,,
"Brice, Austin","592169","94.2","93.8",,"85.1","86.8","82.7",,,,
"Peralta, Wily","503449","96.2","96.3",,"83.8","86.3","82.9",,,,
"Wittgren, Nick","621295","92.1","91.8","87.2","82.5","85.4",,,,,
"Farrell, Luke","608652","92.4",,,"84.2","84.5","78",,,,
"Cedeño, Xavier","458584","86.5",,"86.6",,,"78.2",,,,
"Guerra, Javy","457915","93.3",,,"88","85.2","79.5",,,,
"Schultz, Jaime","621289","94.9",,,"86.2",,"81.2",,,,
"Ponce de Leon, Daniel","594965","93.2","91.2","89.3",,"83.1","77",,,,
"Belisle, Matt","279571","90.3","91.4",,"85.5","85.2","73.5",,,,
"Cole, Taylor","518566","92.9",,,"86.4","86.9",,,,,
"Adam, Jason","592094","94.1",,,,"89.1","77.4",,,,
"Burnes, Corbin","669203","95.2","96","92","86.6",,"79.9",,,,
"Fried, Max","608331","93.1","91.8","94.6",,"84.3","74.3",,,,
"Cecil, Brett","446399","89.9","89.7","85.9",,"82.9","81.3",,,,
"Alcantara, Sandy","645261","95.5","95.3",,"86.1","89","82.7",,,,
"Bashlor, Tyler","641341","96.2",,,"83.4","88.7",,,,,
"Beck, Chris","571476","95.2","94.5",,"86.4","88.5",,,,,
"Hughes, Phil","461833","90.6","89.8","87.2",,"80.7","78.4",,,,
"Springs, Jeffrey","605488","91.3","90.3",,"81.8","79","73.9",,,,
"Rucinski, Drew","607968","93.6","93.5","90.1","85","85.6","80.3",,,,
"Miller, Andrew","453192","93","95",,"82.8",,,,,,
"Fields, Josh","451661","94.6",,,,"80.8","80",,,,
"Lively, Ben","594902","91.2","91.6",,"83.6","85.7","75.5",,,,
"Graves, Brett","605255","92.3","91.2",,"89.1",,"80.7",,,,
"Osuna, Roberto","532077","95.2","94.7","90.6","86.3","83.1",,,,,
"Venters, Jonny","458924","92.9","93.1",,"84.6","86.5","70.7",,,,
"Araújo, Pedro","606478","92.1","92.6",,"82","87",,,,,
"Tillman, Chris","501957","89","88.9",,"82.4","83.1","75.1",,,,
"Jones, Nate","518858",,"97.2",,"88.8","88.5",,,,,
"Rhame, Jacob","642008","96","96.5",,"87.8",,"76.2","86.7",,,
"Moylan, Peter","493247",,"89.4",,"77.4","84.9",,"76.8",,,
"Gonsalves, Stephen","624427","89.8",,,"84.3","81.7","72",,,,
"Neverauskas, Dovydas","596720","96.9","96.3","91.4",,"91.8","84.4",,,,
"Chargois, JT","608638","95.4","95.1",,"85.5","86.6",,,,,
"Kolarek, Adam","592473","92.1","89.6",,"78.2","82.4","71.8",,,,
"Kennedy, Brett","664028","91.4",,,"82.2","82.8",,,,,
"Tazawa, Junichi","547749","91.5",,,"78.6",,"74.5",,,,
"Nuño, Vidal","573064","89",,,"84.9","81.7","80",,,,
